,datetime,open_15m,high_15m,low_15m,close_15m,open_30m,high_30m,low_30m,close_30m,open_1h,high_1h,low_1h,close_1h,action,P/L,Total profit
416656,2021-07-02 05:00:00+00:00,1.27549,1.27558,1.27536,1.27538,1.27549,1.27558,1.27526,1.27536,1.27549,1.27558,1.27478,1.27512,,,
416657,2021-07-02 05:15:00+00:00,1.27538,1.27544,1.27526,1.27536,1.27549,1.27558,1.27526,1.27536,1.27549,1.27558,1.27478,1.27512,,,
416658,2021-07-02 05:30:00+00:00,1.27536,1.2754299999999998,1.27504,1.27509,1.27536,1.2754299999999998,1.27478,1.27512,1.27549,1.27558,1.27478,1.27512,,,
416659,2021-07-02 05:45:00+00:00,1.27509,1.27515,1.27478,1.27512,1.27536,1.2754299999999998,1.27478,1.27512,1.27549,1.27558,1.27478,1.27512,,,
416660,2021-07-02 06:00:00+00:00,1.27515,1.27515,1.27452,1.27452,1.27515,1.27515,1.27401,1.27424,1.27515,1.27515,1.27348,1.27399,,,
416661,2021-07-02 06:15:00+00:00,1.27453,1.2745600000000001,1.27401,1.27424,1.27515,1.27515,1.27401,1.27424,1.27515,1.27515,1.27348,1.27399,,,
416662,2021-07-02 06:30:00+00:00,1.27426,1.27434,1.2738399999999999,1.27417,1.27426,1.27434,1.27348,1.27399,1.27515,1.27515,1.27348,1.27399,,,
416663,2021-07-02 06:45:00+00:00,1.2741799999999999,1.2742799999999999,1.27348,1.27399,1.27426,1.27434,1.27348,1.27399,1.27515,1.27515,1.27348,1.27399,,,
416664,2021-07-02 07:00:00+00:00,1.274,1.27512,1.2737,1.27482,1.274,1.27556,1.2737,1.2755,1.274,1.2760799999999999,1.2737,1.27601,,,
416665,2021-07-02 07:15:00+00:00,1.2748,1.27556,1.27446,1.2755,1.274,1.27556,1.2737,1.2755,1.274,1.2760799999999999,1.2737,1.27601,,,
416666,2021-07-02 07:30:00+00:00,1.27548,1.27576,1.2747,1.27576,1.27548,1.2760799999999999,1.2747,1.27601,1.274,1.2760799999999999,1.2737,1.27601,,,
416667,2021-07-02 07:45:00+00:00,1.27576,1.2760799999999999,1.27519,1.27601,1.27548,1.2760799999999999,1.2747,1.27601,1.274,1.2760799999999999,1.2737,1.27601,,,
416668,2021-07-02 08:00:00+00:00,1.276,1.27626,1.2754,1.2756399999999999,1.276,1.27626,1.27442,1.27518,1.276,1.27626,1.2736399999999999,1.2738399999999999,,,
416669,2021-07-02 08:15:00+00:00,1.2756399999999999,1.27581,1.27442,1.27518,1.276,1.27626,1.27442,1.27518,1.276,1.27626,1.2736399999999999,1.2738399999999999,,,
416670,2021-07-02 08:30:00+00:00,1.27518,1.27522,1.27426,1.2743799999999998,1.27518,1.27522,1.2736399999999999,1.2738399999999999,1.276,1.27626,1.2736399999999999,1.2738399999999999,,,
416671,2021-07-02 08:45:00+00:00,1.27439,1.27439,1.2736399999999999,1.2738399999999999,1.27518,1.27522,1.2736399999999999,1.2738399999999999,1.276,1.27626,1.2736399999999999,1.2738399999999999,,,
416672,2021-07-02 09:00:00+00:00,1.2738399999999999,1.2740799999999999,1.27344,1.27383,1.2738399999999999,1.27493,1.27344,1.27482,1.2738399999999999,1.27531,1.27344,1.27444,,,
416673,2021-07-02 09:15:00+00:00,1.2738,1.27493,1.27356,1.27482,1.2738399999999999,1.27493,1.27344,1.27482,1.2738399999999999,1.27531,1.27344,1.27444,,,
416674,2021-07-02 09:30:00+00:00,1.27483,1.27483,1.27398,1.2745,1.27483,1.27531,1.27398,1.27444,1.2738399999999999,1.27531,1.27344,1.27444,,,
416675,2021-07-02 09:45:00+00:00,1.27449,1.27531,1.2743,1.27444,1.27483,1.27531,1.27398,1.27444,1.2738399999999999,1.27531,1.27344,1.27444,,,
416676,2021-07-02 10:00:00+00:00,1.27446,1.27455,1.27379,1.2738200000000002,1.27446,1.27455,1.2729,1.27308,1.27446,1.27455,1.2711700000000001,1.27134,,,
416677,2021-07-02 10:15:00+00:00,1.2738399999999999,1.27391,1.2729,1.27308,1.27446,1.27455,1.2729,1.27308,1.27446,1.27455,1.2711700000000001,1.27134,,,
416678,2021-07-02 10:30:00+00:00,1.27306,1.27332,1.2717100000000001,1.2717399999999999,1.27306,1.27332,1.2711700000000001,1.27134,1.27446,1.27455,1.2711700000000001,1.27134,,,
416679,2021-07-02 10:45:00+00:00,1.27175,1.27226,1.2711700000000001,1.27134,1.27306,1.27332,1.2711700000000001,1.27134,1.27446,1.27455,1.2711700000000001,1.27134,,,
416680,2021-07-02 11:00:00+00:00,1.27134,1.2721,1.2710299999999999,1.27196,1.27134,1.2725,1.2710299999999999,1.27235,1.27134,1.2725,1.2710299999999999,1.2718,,,
416681,2021-07-02 11:15:00+00:00,1.27194,1.2725,1.27191,1.27235,1.27134,1.2725,1.2710299999999999,1.27235,1.27134,1.2725,1.2710299999999999,1.2718,,,
416682,2021-07-02 11:30:00+00:00,1.27235,1.2724600000000001,1.27194,1.2721,1.27235,1.2724600000000001,1.2716100000000001,1.2718,1.27134,1.2725,1.2710299999999999,1.2718,,,
416683,2021-07-02 11:45:00+00:00,1.2721,1.2721799999999999,1.2716100000000001,1.2718,1.27235,1.2724600000000001,1.2716100000000001,1.2718,1.27134,1.2725,1.2710299999999999,1.2718,,,
416684,2021-07-02 12:00:00+00:00,1.27179,1.27272,1.2717399999999999,1.27265,1.27179,1.2732,1.2717399999999999,1.2722200000000001,1.27179,1.2736,1.2717399999999999,1.2721,,,
416685,2021-07-02 12:15:00+00:00,1.27264,1.2732,1.27194,1.2722200000000001,1.27179,1.2732,1.2717399999999999,1.2722200000000001,1.27179,1.2736,1.2717399999999999,1.2721,,,
416686,2021-07-02 12:30:00+00:00,1.2722,1.2736,1.27188,1.27338,1.2722,1.2736,1.27188,1.2721,1.27179,1.2736,1.2717399999999999,1.2721,,,
