,datetime,open_15m,high_15m,low_15m,close_15m,open_30m,high_30m,low_30m,close_30m,open_1h,high_1h,low_1h,close_1h,action,P/L,Total profit
416656,2021-07-02 05:00:00+00:00,0.92816,0.9283299999999999,0.92816,0.9283299999999999,0.92816,0.92842,0.92816,0.9283799999999999,0.92816,0.9286200000000001,0.92816,0.9285200000000001,,,
416657,2021-07-02 05:15:00+00:00,0.9283600000000001,0.92842,0.9283,0.9283799999999999,0.92816,0.92842,0.92816,0.9283799999999999,0.92816,0.9286200000000001,0.92816,0.9285200000000001,,,
416658,2021-07-02 05:30:00+00:00,0.92837,0.9285200000000001,0.9283,0.9283899999999999,0.92837,0.9286200000000001,0.9282,0.9285200000000001,0.92816,0.9286200000000001,0.92816,0.9285200000000001,,,
416659,2021-07-02 05:45:00+00:00,0.92843,0.9286200000000001,0.9282,0.9285200000000001,0.92837,0.9286200000000001,0.9282,0.9285200000000001,0.92816,0.9286200000000001,0.92816,0.9285200000000001,,,
416660,2021-07-02 06:00:00+00:00,0.9285,0.92868,0.9282600000000001,0.9282600000000001,0.9285,0.92868,0.9280299999999999,0.92811,0.9285,0.92869,0.9280299999999999,0.9285,,,
416661,2021-07-02 06:15:00+00:00,0.92824,0.9284899999999999,0.9280299999999999,0.92811,0.9285,0.92868,0.9280299999999999,0.92811,0.9285,0.92869,0.9280299999999999,0.9285,,,
416662,2021-07-02 06:30:00+00:00,0.9281,0.9284,0.92805,0.9282600000000001,0.9281,0.92869,0.92805,0.9285,0.9285,0.92869,0.9280299999999999,0.9285,,,
416663,2021-07-02 06:45:00+00:00,0.92822,0.92869,0.92819,0.9285,0.9281,0.92869,0.92805,0.9285,0.9285,0.92869,0.9280299999999999,0.9285,,,
416664,2021-07-02 07:00:00+00:00,0.9285,0.92856,0.92784,0.9279200000000001,0.9285,0.92856,0.92784,0.9281200000000001,0.9285,0.92856,0.92686,0.9271799999999999,,,
416665,2021-07-02 07:15:00+00:00,0.92791,0.92822,0.92784,0.9281200000000001,0.9285,0.92856,0.92784,0.9281200000000001,0.9285,0.92856,0.92686,0.9271799999999999,,,
416666,2021-07-02 07:30:00+00:00,0.9281,0.9281,0.9276,0.9276,0.9281,0.9281,0.92686,0.9271799999999999,0.9285,0.92856,0.92686,0.9271799999999999,,,
416667,2021-07-02 07:45:00+00:00,0.9275700000000001,0.9277,0.92686,0.9271799999999999,0.9281,0.9281,0.92686,0.9271799999999999,0.9285,0.92856,0.92686,0.9271799999999999,,,
416668,2021-07-02 08:00:00+00:00,0.92715,0.92745,0.9269,0.92716,0.92715,0.92745,0.9269,0.92722,0.92715,0.92745,0.92684,0.92686,,,
416669,2021-07-02 08:15:00+00:00,0.9271799999999999,0.9274,0.9271,0.92722,0.92715,0.92745,0.9269,0.92722,0.92715,0.92745,0.92684,0.92686,,,
416670,2021-07-02 08:30:00+00:00,0.92722,0.9274399999999999,0.9270799999999999,0.92724,0.92722,0.9274399999999999,0.92684,0.92686,0.92715,0.92745,0.92684,0.92686,,,
416671,2021-07-02 08:45:00+00:00,0.92729,0.92729,0.92684,0.92686,0.92722,0.9274399999999999,0.92684,0.92686,0.92715,0.92745,0.92684,0.92686,,,
416672,2021-07-02 09:00:00+00:00,0.9268200000000001,0.9269799999999999,0.92666,0.92686,0.9268200000000001,0.9269799999999999,0.9262,0.92624,0.9268200000000001,0.9269799999999999,0.9259799999999999,0.92605,,,
416673,2021-07-02 09:15:00+00:00,0.92686,0.9269200000000001,0.9262,0.92624,0.9268200000000001,0.9269799999999999,0.9262,0.92624,0.9268200000000001,0.9269799999999999,0.9259799999999999,0.92605,,,
416674,2021-07-02 09:30:00+00:00,0.92622,0.9265200000000001,0.9261,0.92622,0.92622,0.9265200000000001,0.9259799999999999,0.92605,0.9268200000000001,0.9269799999999999,0.9259799999999999,0.92605,,,
416675,2021-07-02 09:45:00+00:00,0.92622,0.9263,0.9259799999999999,0.92605,0.92622,0.9265200000000001,0.9259799999999999,0.92605,0.9268200000000001,0.9269799999999999,0.9259799999999999,0.92605,,,
416676,2021-07-02 10:00:00+00:00,0.92606,0.9262,0.9258799999999999,0.926,0.92606,0.9264100000000001,0.9257700000000001,0.9264100000000001,0.92606,0.9269299999999999,0.9257700000000001,0.92666,,,
416677,2021-07-02 10:15:00+00:00,0.92599,0.9264100000000001,0.9257700000000001,0.9264100000000001,0.92606,0.9264100000000001,0.9257700000000001,0.9264100000000001,0.92606,0.9269299999999999,0.9257700000000001,0.92666,,,
416678,2021-07-02 10:30:00+00:00,0.9264,0.9266200000000001,0.9262600000000001,0.92642,0.9264,0.9269299999999999,0.9262600000000001,0.92666,0.92606,0.9269299999999999,0.9257700000000001,0.92666,,,
416679,2021-07-02 10:45:00+00:00,0.9264,0.9269299999999999,0.9264,0.92666,0.9264,0.9269299999999999,0.9262600000000001,0.92666,0.92606,0.9269299999999999,0.9257700000000001,0.92666,,,
416680,2021-07-02 11:00:00+00:00,0.9266200000000001,0.92674,0.9263600000000001,0.9264,0.9266200000000001,0.92674,0.9261,0.9266,0.9266200000000001,0.92714,0.9261,0.9268799999999999,,,
416681,2021-07-02 11:15:00+00:00,0.9264,0.92666,0.9261,0.9266,0.9266200000000001,0.92674,0.9261,0.9266,0.9266200000000001,0.92714,0.9261,0.9268799999999999,,,
416682,2021-07-02 11:30:00+00:00,0.9266200000000001,0.92679,0.9262600000000001,0.92676,0.9266200000000001,0.92714,0.9262600000000001,0.9268799999999999,0.9266200000000001,0.92714,0.9261,0.9268799999999999,,,
416683,2021-07-02 11:45:00+00:00,0.9267299999999999,0.92714,0.92661,0.9268799999999999,0.9266200000000001,0.92714,0.9262600000000001,0.9268799999999999,0.9266200000000001,0.92714,0.9261,0.9268799999999999,,,
416684,2021-07-02 12:00:00+00:00,0.9268799999999999,0.9272100000000001,0.9268200000000001,0.9269799999999999,0.9268799999999999,0.9272100000000001,0.92594,0.9261799999999999,0.9268799999999999,0.9277799999999999,0.92484,0.92774,,,
416685,2021-07-02 12:15:00+00:00,0.92696,0.92706,0.92594,0.9261799999999999,0.9268799999999999,0.9272100000000001,0.92594,0.9261799999999999,0.9268799999999999,0.9277799999999999,0.92484,0.92774,,,
416686,2021-07-02 12:30:00+00:00,0.9262,0.9277200000000001,0.92484,0.9276399999999999,0.9262,0.9277799999999999,0.92484,0.92774,0.9268799999999999,0.9277799999999999,0.92484,0.92774,,,
416687,2021-07-02 12:45:00+00:00,0.9276399999999999,0.9277799999999999,0.9268200000000001,0.92774,0.9262,0.9277799999999999,0.92484,0.92774,0.9268799999999999,0.9277799999999999,0.92484,0.92774,,,
416688,2021-07-02 13:00:00+00:00,0.9277200000000001,0.9280200000000001,0.9272799999999999,0.92748,0.9277200000000001,0.9280200000000001,0.9268200000000001,0.92689,0.9277200000000001,0.9280200000000001,0.92635,0.9263600000000001,,,
416689,2021-07-02 13:15:00+00:00,0.92748,0.92796,0.9268200000000001,0.92689,0.9277200000000001,0.9280200000000001,0.9268200000000001,0.92689,0.9277200000000001,0.9280200000000001,0.92635,0.9263600000000001,,,
416690,2021-07-02 13:30:00+00:00,0.92694,0.9271799999999999,0.92635,0.92674,0.92694,0.9272600000000001,0.92635,0.9263600000000001,0.9277200000000001,0.9280200000000001,0.92635,0.9263600000000001,,,
416691,2021-07-02 13:45:00+00:00,0.9267,0.9272600000000001,0.9263600000000001,0.9263600000000001,0.92694,0.9272600000000001,0.92635,0.9263600000000001,0.9277200000000001,0.9280200000000001,0.92635,0.9263600000000001,,,
416692,2021-07-02 14:00:00+00:00,0.9263600000000001,0.9272,0.9263600000000001,0.927,0.9263600000000001,0.9272,0.9263399999999999,0.9265100000000001,0.9263600000000001,0.9272,0.926,0.9267,,,
416693,2021-07-02 14:15:00+00:00,0.9269799999999999,0.927,0.9263399999999999,0.9265100000000001,0.9263600000000001,0.9272,0.9263399999999999,0.9265100000000001,0.9263600000000001,0.9272,0.926,0.9267,,,
416694,2021-07-02 14:30:00+00:00,0.9265200000000001,0.9269200000000001,0.92616,0.9266399999999999,0.9265200000000001,0.9269200000000001,0.926,0.9267,0.9263600000000001,0.9272,0.926,0.9267,,,
416695,2021-07-02 14:45:00+00:00,0.92668,0.9267799999999999,0.926,0.9267,0.9265200000000001,0.9269200000000001,0.926,0.9267,0.9263600000000001,0.9272,0.926,0.9267,,,
416696,2021-07-02 15:00:00+00:00,0.9267200000000001,0.92684,0.92622,0.92656,0.9267200000000001,0.92684,0.9256200000000001,0.926,0.9267200000000001,0.92684,0.9255200000000001,0.92564,,,
416697,2021-07-02 15:15:00+00:00,0.92656,0.92656,0.9256200000000001,0.926,0.9267200000000001,0.92684,0.9256200000000001,0.926,0.9267200000000001,0.92684,0.9255200000000001,0.92564,,,
