,datetime,open_15m,high_15m,low_15m,close_15m,open_30m,high_30m,low_30m,close_30m,open_1h,high_1h,low_1h,close_1h,action,P/L,Total profit
416656,2021-07-02 05:00:00+00:00,1.47242,1.4725,1.4722600000000001,1.4724,1.47242,1.47264,1.4722600000000001,1.47238,1.47242,1.47281,1.4722600000000001,1.47265,,,
416657,2021-07-02 05:15:00+00:00,1.4724,1.47264,1.47228,1.47238,1.47242,1.47264,1.4722600000000001,1.47238,1.47242,1.47281,1.4722600000000001,1.47265,,,
416658,2021-07-02 05:30:00+00:00,1.4724,1.47266,1.47231,1.47255,1.4724,1.47281,1.47231,1.47265,1.47242,1.47281,1.4722600000000001,1.47265,,,
416659,2021-07-02 05:45:00+00:00,1.4726,1.47281,1.47244,1.47265,1.4724,1.47281,1.47231,1.47265,1.47242,1.47281,1.4722600000000001,1.47265,,,
416660,2021-07-02 06:00:00+00:00,1.47264,1.4728299999999999,1.4722600000000001,1.47238,1.47264,1.4728299999999999,1.47205,1.47207,1.47264,1.4732399999999999,1.47175,1.47316,,,
416661,2021-07-02 06:15:00+00:00,1.4723700000000002,1.47278,1.47205,1.47207,1.47264,1.4728299999999999,1.47205,1.47207,1.47264,1.4732399999999999,1.47175,1.47316,,,
416662,2021-07-02 06:30:00+00:00,1.4721,1.47278,1.47175,1.4727,1.4721,1.4732399999999999,1.47175,1.47316,1.47264,1.4732399999999999,1.47175,1.47316,,,
416663,2021-07-02 06:45:00+00:00,1.4726700000000001,1.4732399999999999,1.4725700000000002,1.47316,1.4721,1.4732399999999999,1.47175,1.47316,1.47264,1.4732399999999999,1.47175,1.47316,,,
416664,2021-07-02 07:00:00+00:00,1.47314,1.47315,1.47191,1.47196,1.47314,1.47315,1.4714200000000002,1.4718,1.47314,1.47315,1.47058,1.47105,,,
416665,2021-07-02 07:15:00+00:00,1.4719799999999998,1.4721799999999998,1.4714200000000002,1.4718,1.47314,1.47315,1.4714200000000002,1.4718,1.47314,1.47315,1.47058,1.47105,,,
416666,2021-07-02 07:30:00+00:00,1.4718,1.4718,1.47104,1.47118,1.4718,1.4718,1.47058,1.47105,1.47314,1.47315,1.47058,1.47105,,,
416667,2021-07-02 07:45:00+00:00,1.47116,1.4714,1.47058,1.47105,1.4718,1.4718,1.47058,1.47105,1.47314,1.47315,1.47058,1.47105,,,
416668,2021-07-02 08:00:00+00:00,1.47104,1.47116,1.47059,1.47076,1.47104,1.4712,1.47014,1.4704,1.47104,1.4712,1.4699,1.47094,,,
416669,2021-07-02 08:15:00+00:00,1.47074,1.4712,1.47014,1.4704,1.47104,1.4712,1.47014,1.4704,1.47104,1.4712,1.4699,1.47094,,,
416670,2021-07-02 08:30:00+00:00,1.47041,1.47062,1.4699,1.47024,1.47041,1.47118,1.4699,1.47094,1.47104,1.4712,1.4699,1.47094,,,
416671,2021-07-02 08:45:00+00:00,1.47024,1.47118,1.4702,1.47094,1.47041,1.47118,1.4699,1.47094,1.47104,1.4712,1.4699,1.47094,,,
416672,2021-07-02 09:00:00+00:00,1.4709299999999998,1.4712399999999999,1.4706,1.4706,1.4709299999999998,1.4712399999999999,1.4701799999999998,1.47022,1.4709299999999998,1.4712399999999999,1.46938,1.4696,,,
416673,2021-07-02 09:15:00+00:00,1.47058,1.4709,1.4701799999999998,1.47022,1.4709299999999998,1.4712399999999999,1.4701799999999998,1.47022,1.4709299999999998,1.4712399999999999,1.46938,1.4696,,,
416674,2021-07-02 09:30:00+00:00,1.47022,1.4703600000000001,1.46996,1.47022,1.47022,1.4703600000000001,1.46938,1.4696,1.4709299999999998,1.4712399999999999,1.46938,1.4696,,,
416675,2021-07-02 09:45:00+00:00,1.47022,1.47023,1.46938,1.4696,1.47022,1.4703600000000001,1.46938,1.4696,1.4709299999999998,1.4712399999999999,1.46938,1.4696,,,
416676,2021-07-02 10:00:00+00:00,1.4696200000000001,1.46967,1.46875,1.4689,1.4696200000000001,1.46967,1.46856,1.46938,1.4696200000000001,1.46967,1.4683,1.46849,,,
416677,2021-07-02 10:15:00+00:00,1.46886,1.46939,1.46856,1.46938,1.4696200000000001,1.46967,1.46856,1.46938,1.4696200000000001,1.46967,1.4683,1.46849,,,
416678,2021-07-02 10:30:00+00:00,1.46937,1.46948,1.46864,1.4688,1.46937,1.46948,1.4683,1.46849,1.4696200000000001,1.46967,1.4683,1.46849,,,
416679,2021-07-02 10:45:00+00:00,1.4688,1.46918,1.4683,1.46849,1.46937,1.46948,1.4683,1.46849,1.4696200000000001,1.46967,1.4683,1.46849,,,
416680,2021-07-02 11:00:00+00:00,1.46848,1.4685700000000002,1.4677200000000001,1.46828,1.46848,1.4685700000000002,1.46751,1.4681600000000001,1.46848,1.4685700000000002,1.46747,1.46802,,,
